ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
35027,Beatriz Ferrer-Salat Serra de Migui,F,40,173,55,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
35289,Sergey Ivanovich Filatov,M,35,169,78,Portugal,POR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
35289,Sergey Ivanovich Filatov,M,40,169,78,Portugal,POR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
35289,Sergey Ivanovich Filatov,M,40,169,78,Portugal,POR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
35512,Gustav Fischer,M,38,173,72,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
35512,Gustav Fischer,M,42,173,72,Great Britain,GBR,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
35512,Gustav Fischer,M,46,173,72,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
35512,Gustav Fischer,M,50,173,72,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
35512,Gustav Fischer,M,54,173,72,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
36545,Nina Fout,F,43,170,63,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
36580,William Speed Lane Fox-Pitt,M,37,193,77,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36580,William Speed Lane Fox-Pitt,M,41,193,77,West Germany,FRG,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
36580,William Speed Lane Fox-Pitt,M,45,193,77,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36931,Clayton Fredericks,M,42,182,84,Clearwater,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36935,Lucinda Fredericks (Murray-),F,44,177,59,Clearwater,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36954,Carl Peder Fredricson,M,34,186,77,Elvis Va,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
36954,Carl Peder Fredricson,M,46,186,77,Elvis Va,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
36987,Kevin John Freeman,M,24,168,65,Ireland,IRL,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36987,Kevin John Freeman,M,28,168,65,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
36987,Kevin John Freeman,M,32,168,65,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
37364,Thomas Frhmann,M,41,175,83,Satchmo,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
37417,Markus Fuchs,M,47,165,70,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
37474,Karl-Heinz Fuhrmann,M,29,165,57,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,33,165,65,West Germany,FRG,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,37,165,65,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,37,165,84,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
37860,Georgi Gadzhev,M,41,175,87,Spain,ESP,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
37972,"Edwin Johannes ""Edward"" Gal",M,44,179,69,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
39204,"Thomas Franklin ""Tom"" Gayford",M,41,169,67,Brazil,BRA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
40966,Herv Godignon,M,42,169,81,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
41307,Jess Gmez Portugal Montenegro,M,58,155,54,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
41824,Mary Diana Gordon-Watson,F,26,159,53,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
41971,"Ludwig ""Lutz"" Gssing",M,36,173,70,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
41974,Marianne Gossweiler (-Fankhauser),F,23,172,64,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
41974,Marianne Gossweiler (-Fankhauser),F,27,172,64,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
42506,Laura Graves,F,31,170,52,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
42619,David Michael Green,M,34,180,67,Clearwater,DEN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
42887,Sam Griffiths,M,46,168,70,Clearwater,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
42945,Gabriela Grillo,F,25,175,60,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
43259,"Timothy John ""Tim"" Grubb",M,32,167,52,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
43558,Steve Guerdat,M,28,179,67,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
43558,Steve Guerdat,M,32,179,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
43934,Rudolf Gnthardt,M,25,165,67,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
44012,Hilda Carolyn Gurney,F,34,165,60,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
44244,Jean-Jacques Guyon,M,37,168,57,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
44412,Kazimierz Aleksander Gzowski,M,28,168,64,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
44650,Dirk Hafemeister,M,32,182,82,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
44891,Ulla Margareta Mileva Hkansson (Svenfelt-),F,58,167,52,Elvis Va,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
44891,Ulla Margareta Mileva Hkansson (Svenfelt-),F,48,167,52,Elvis Va,GER,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
46293,Wiesaw Hartman,M,31,176,54,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
47406,Lars Andreas Helgstrand,M,32,180,64,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
47768,"Gillian ""Jill"" Henselwood",F,47,165,53,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
47843,Brian A. Herbinson,M,27,192,72,Brazil,BRA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
48283,Carl Rupert Hester,M,47,179,83,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
48283,Carl Rupert Hester,M,51,179,83,West Germany,FRG,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
48556,"Albert Edwin ""Bertie"" Hill",M,31,177,67,West Germany,FRG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
49096,Otto Josef Hofer,M,42,180,82,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
49096,Otto Josef Hofer,M,42,180,82,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
49096,Otto Josef Hofer,M,46,180,82,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
49243,Dietmar Hogrefe,M,23,176,66,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
49344,Virginia Helen Antoinette Holgate-Leng (-Elliott),F,31,162,57,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
49344,Virginia Helen Antoinette Holgate-Leng (-Elliott),F,25,162,57,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
49344,Virginia Helen Antoinette Holgate-Leng (-Elliott),F,35,162,57,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
49344,Virginia Helen Antoinette Holgate-Leng (-Elliott),F,35,162,57,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
49666,Conrad E. Homfeld,M,34,182,61,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
49666,Conrad E. Homfeld,M,34,182,61,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
50277,Marc Francis Houtzager,M,43,189,82,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
50382,Andrew James Hoy,M,35,169,60,Clearwater,DEN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
50382,Andrew James Hoy,M,39,169,60,Clearwater,DEN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
50382,Andrew James Hoy,M,43,169,60,Clearwater,DEN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
50382,Andrew James Hoy,M,20,169,60,Clearwater,DEN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
50763,Karsten Wolf-Dieter Manfred  Huck,M,44,183,71,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
51059,Sharon Ann Hunt,F,32,177,60,West Germany,FRG,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
52837,Svetoslav Ivanov,M,30,175,72,Spain,ESP,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
53268,Lisa Ann Jacquin,F,28,169,61,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
53884,Kurt Jarasinski,M,27,175,67,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
54157,Vaughn Fraser Jefferis,M,37,174,67,Soviet Union,URS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
54459,Anne Grethe Jensen-Trnblad,F,34,171,59,France,FRA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
54460,Anne Jensen-van Olst,F,48,181,67,Poland,POL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
54849,Juan Antonio Jimnez Cobo,M,47,175,67,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
55088,Andr Bier Johannpeter,M,35,175,75,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
55088,Andr Bier Johannpeter,M,39,175,75,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
55460,Sonja Johnson,F,42,159,57,Clearwater,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
55620,"Reuben Samuel ""Ben"" Jones",M,37,175,61,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
55705,Megan Victoria Jones,F,33,164,57,Clearwater,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
55799,Pierre Jonqures d'Oriola,M,34,164,67,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Individual",Bronze
55799,Pierre Jonqures d'Oriola,M,46,170,45,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
55799,Pierre Jonqures d'Oriola,M,46,170,67,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
55799,Pierre Jonqures d'Oriola,M,50,170,67,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
55820,Jan Gunnar Jnsson,M,30,180,67,Elvis Va,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
56298,Michael Jung,M,31,165,67,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
56298,Michael Jung,M,31,165,67,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
56298,Michael Jung,M,36,165,67,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
56298,Michael Jung,M,36,165,81,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
56889,Ivan Aleksandrovich Kalita,M,39,167,62,Portugal,POR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
56889,Ivan Aleksandrovich Kalita,M,43,167,62,Portugal,POR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
56889,Ivan Aleksandrovich Kalita,M,47,167,62,Portugal,POR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
57357,Chris Kappler,M,39,187,69,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
57357,Chris Kappler,M,39,187,69,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
57742,Horst Karsten,M,30,167,62,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
57742,Horst Karsten,M,38,167,62,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
57888,Thies Kaspareit,M,26,177,48,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
58221,Zdzisaw Szczsny Kawecki-Gozdawa,M,36,168,67,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
58624,Heike Kemmer,F,44,169,60,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
58624,Heike Kemmer,F,48,185,60,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
58624,Heike Kemmer,F,48,169,60,Bonaparte,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
60670,"Ulrich Gnter Hermann ""Uli"" Kirchhoff",M,30,187,83,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
60670,"Ulrich Gnter Hermann ""Uli"" Kirchhoff",M,30,193,83,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
60976,Ivan Mikhaylovich Kizimov,M,38,168,53,Portugal,POR,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
60976,Ivan Mikhaylovich Kizimov,M,42,168,55,Portugal,POR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
60976,Ivan Mikhaylovich Kizimov,M,42,168,69,Portugal,POR,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
60976,Ivan Mikhaylovich Kizimov,M,46,168,69,Portugal,POR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61256,Ingrid Klimke (-Busacker),F,42,180,55,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
61256,Ingrid Klimke (-Busacker),F,46,169,55,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
61256,Ingrid Klimke (-Busacker),F,50,169,55,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
61257,Reiner Klimke,M,30,181,63,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61257,Reiner Klimke,M,34,181,63,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
61257,Reiner Klimke,M,34,181,63,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61257,Reiner Klimke,M,42,181,63,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
61257,Reiner Klimke,M,42,181,63,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61257,Reiner Klimke,M,50,181,63,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
61257,Reiner Klimke,M,50,181,63,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61257,Reiner Klimke,M,54,181,63,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
61383,Harry Klugmann,M,33,167,74,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
62857,Nikolay Pavlovich Korolkov,M,35,173,68,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
62857,Nikolay Pavlovich Korolkov,M,35,173,68,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
63491,Yury Aleksandrovich Kovshov,M,30,165,60,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
63491,Yury Aleksandrovich Kovshov,M,30,165,60,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
63506,Jan Kowalczyk,M,40,166,65,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
63506,Jan Kowalczyk,M,40,166,65,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
63575,Marian Kozicki,M,41,175,73,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
63681,Julia Krajewski,F,29,165,62,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
63868,Laura Kraut (Kent-),F,44,165,55,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
64235,Adam ukasz Krlikiewicz,M,31,167,62,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold
64827,Seweryn Roman Kulesza,M,37,172,68,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
65188,Anne Kindig Kursinski,F,31,165,53,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
65188,Anne Kindig Kursinski,F,39,165,53,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
65250,"Kathryn Hallowell ""Kathy"" Kusner",F,34,152,45,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
65287,Marco Kutscher,M,31,184,72,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
65287,Marco Kutscher,M,31,184,72,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
65878,Karim Florent Laghouag,M,42,174,67,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
66123,Eric Lamaze,M,42,167,62,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
66123,Eric Lamaze,M,42,167,62,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
66123,Eric Lamaze,M,50,167,62,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
66444,Helen Langehanenberg,F,32,161,45,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
66554,"Jozeph Johannes Gerhardus Marinus ""Jos"" Lansink",M,33,175,67,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
67201,Carol Elizabeth Cadwgan  Lavell,F,51,159,55,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
67240,Neale John Lavis,M,32,168,70,Clearwater,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
67240,Neale John Lavis,M,32,168,70,Clearwater,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
67283,Leslie Francis Law,M,37,180,71,West Germany,FRG,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
67283,Leslie Francis Law,M,41,180,71,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
67283,Leslie Francis Law,M,41,180,71,West Germany,FRG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
67508,"Louis Jean ""Jack"" Le Goff",M,31,179,68,Austria,AUT,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
67551,Jhan Raymond Le Roy,M,38,170,60,Austria,AUT,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
67749,Alexandra Ledermann,F,29,168,54,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
68266,Janou Lefbvre (-Tissot),F,21,164,57,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
68266,Janou Lefbvre (-Tissot),F,25,164,57,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
68296,Guy Robert Marie Joseph Lefrant,M,31,171,70,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
68296,Guy Robert Marie Joseph Lefrant,M,39,171,70,Austria,AUT,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
68296,Guy Robert Marie Joseph Lefrant,M,43,171,70,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
68382,Ulrich Lehmann,M,34,181,72,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
68595,Henryk Leliwa-Roycewicz,M,40,177,72,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
68658,Mathieu Lemoine,M,34,173,67,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
68693,Karen Lende O'Connor,F,40,165,52,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
